ID,都道府県コード,都道府県名,地方,年齢5歳階級,年齢,年齢（数値）,元号,和暦（年）,西暦（年）,人口（総数）,人口（男）,人口（女）
100299,1,北海道,北海道・東北,80〜84歳,80歳以上,80,平成,7,1995,99044,37741,61303
100300,1,北海道,北海道・東北,85歳以上,80歳以上,80,平成,7,1995,66634,21643,44991
100301,1,北海道,北海道・東北,総数,総数,0,平成,12,2000,5683062,2719389,2963673
100302,1,北海道,北海道・東北,0〜4歳,0〜5歳,5,平成,12,2000,238264,121481,116783
100303,1,北海道,北海道・東北,5〜9歳,6~15歳,6,平成,12,2000,260721,132985,127736
100304,1,北海道,北海道・東北,10〜14歳,6~15歳,6,平成,12,2000,293367,150621,142746
100305,1,北海道,北海道・東北,15〜19歳,15~20歳,15,平成,12,2000,341843,175008,166835
100306,1,北海道,北海道・東北,20〜24歳,20代,20,平成,12,2000,358051,179696,178355
100307,1,北海道,北海道・東北,25〜29歳,20代,20,平成,12,2000,398170,195963,202207
100308,1,北海道,北海道・東北,30〜34歳,30代,30,平成,12,2000,358152,172198,185954
100309,1,北海道,北海道・東北,35〜39歳,30代,30,平成,12,2000,357383,172185,185198
100310,1,北海道,北海道・東北,40〜44歳,40代,40,平成,12,2000,358952,174914,184038
100311,1,北海道,北海道・東北,45〜49歳,40代,40,平成,12,2000,434070,209920,224150
100312,1,北海道,北海道・東北,50〜54歳,50代,50,平成,12,2000,481382,229636,251746
100313,1,北海道,北海道・東北,55〜59歳,50代,50,平成,12,2000,385065,179583,205482
100314,1,北海道,北海道・東北,60〜64歳,60代,60,平成,12,2000,359834,168237,191597
100315,1,北海道,北海道・東北,65〜69歳,60代,60,平成,12,2000,339288,160468,178820
100316,1,北海道,北海道・東北,70〜74歳,70代,70,平成,12,2000,278834,127800,151034
100317,1,北海道,北海道・東北,75〜79歳,70代,70,平成,12,2000,195597,78377,117220
100318,1,北海道,北海道・東北,80〜84歳,80歳以上,80,平成,12,2000,121093,44180,76913
100319,1,北海道,北海道・東北,85歳以上,80歳以上,80,平成,12,2000,96740,30334,66406
100320,1,北海道,北海道・東北,総数,総数,0,平成,17,2005,5627737,2675033,2952704
100321,1,北海道,北海道・東北,0〜4歳,0〜5歳,5,平成,17,2005,220680,112055,108625
100322,1,北海道,北海道・東北,5〜9歳,6~15歳,6,平成,17,2005,238798,122052,116746
100323,1,北海道,北海道・東北,10〜14歳,6~15歳,6,平成,17,2005,259579,132431,127148
100324,1,北海道,北海道・東北,15〜19歳,15~20歳,15,平成,17,2005,292235,150839,141396
100325,1,北海道,北海道・東北,20〜24歳,20代,20,平成,17,2005,314753,159089,155664
100326,1,北海道,北海道・東北,25〜29歳,20代,20,平成,17,2005,343983,169948,174035
100327,1,北海道,北海道・東北,30〜34歳,30代,30,平成,17,2005,398071,196201,201870
100328,1,北海道,北海道・東北,35〜39歳,30代,30,平成,17,2005,357532,172188,185344
100329,1,北海道,北海道・東北,40〜44歳,40代,40,平成,17,2005,354700,170573,184127
100330,1,北海道,北海道・東北,45〜49歳,40代,40,平成,17,2005,354399,172033,182366
100331,1,北海道,北海道・東北,50〜54歳,50代,50,平成,17,2005,428459,205963,222496
100332,1,北海道,北海道・東北,55〜59歳,50代,50,平成,17,2005,473433,223790,249643
100333,1,北海道,北海道・東北,60〜64歳,60代,60,平成,17,2005,378499,174908,203591
100334,1,北海道,北海道・東北,65〜69歳,60代,60,平成,17,2005,346334,159124,187210
100335,1,北海道,北海道・東北,70〜74歳,70代,70,平成,17,2005,316115,144875,171240
100336,1,北海道,北海道・東北,75〜79歳,70代,70,平成,17,2005,247983,107585,140398
100337,1,北海道,北海道・東北,80〜84歳,80歳以上,80,平成,17,2005,161033,58803,102230
100338,1,北海道,北海道・東北,85歳以上,80歳以上,80,平成,17,2005,134227,39218,95009
100339,1,北海道,北海道・東北,総数,総数,0,平成,22,2010,5506419,2603345,2903074
100340,1,北海道,北海道・東北,0〜4歳,0〜5歳,5,平成,22,2010,200977,102766,98211
100341,1,北海道,北海道・東北,5〜9歳,6~15歳,6,平成,22,2010,219180,111287,107893
100342,1,北海道,北海道・東北,10〜14歳,6~15歳,6,平成,22,2010,237155,121300,115855
100343,1,北海道,北海道・東北,15〜19歳,15~20歳,15,平成,22,2010,258530,132356,126174
100344,1,北海道,北海道・東北,20〜24歳,20代,20,平成,22,2010,264185,133097,131088
100345,1,北海道,北海道・東北,25〜29歳,20代,20,平成,22,2010,289677,142807,146870
100346,1,北海道,北海道・東北,30〜34歳,30代,30,平成,22,2010,338063,166953,171110
100347,1,北海道,北海道・東北,35〜39歳,30代,30,平成,22,2010,393511,194191,199320
100348,1,北海道,北海道・東北,40〜44歳,40代,40,平成,22,2010,354218,170760,183458
100349,1,北海道,北海道・東北,45〜49歳,40代,40,平成,22,2010,349792,168184,181608
100350,1,北海道,北海道・東北,50〜54歳,50代,50,平成,22,2010,349171,168649,180522
100351,1,北海道,北海道・東北,55〜59歳,50代,50,平成,22,2010,420687,200857,219830
100352,1,北海道,北海道・東北,60〜64歳,60代,60,平成,22,2010,464335,217737,246598
100353,1,北海道,北海道・東北,65〜69歳,60代,60,平成,22,2010,363599,164977,198622
100354,1,北海道,北海道・東北,70〜74歳,70代,70,平成,22,2010,324351,144832,179519
100355,1,北海道,北海道・東北,75〜79歳,70代,70,平成,22,2010,283815,123747,160068
100356,1,北海道,北海道・東北,80〜84歳,80歳以上,80,平成,22,2010,206637,81736,124901
100357,1,北海道,北海道・東北,85歳以上,80歳以上,80,平成,22,2010,179666,51849,127817
100358,1,北海道,北海道・東北,総数,総数,0,平成,27,2015,5381733,2537089,2844644
100359,1,北海道,北海道・東北,0〜4歳,0〜5歳,5,平成,27,2015,186010,95022,90988
100360,1,北海道,北海道・東北,5〜9歳,6~15歳,6,平成,27,2015,202269,103549,98720
100361,1,北海道,北海道・東北,10〜14歳,6~15歳,6,平成,27,2015,220017,111816,108201
100362,1,北海道,北海道・東北,15〜19歳,15~20歳,15,平成,27,2015,239098,123196,115902
100363,1,北海道,北海道・東北,20〜24歳,20代,20,平成,27,2015,234274,117965,116309
100364,1,北海道,北海道・東北,25〜29歳,20代,20,平成,27,2015,247587,123076,124511
100365,1,北海道,北海道・東北,30〜34歳,30代,30,平成,27,2015,287674,141876,145798
100366,1,北海道,北海道・東北,35〜39歳,30代,30,平成,27,2015,337369,166514,170855
100367,1,北海道,北海道・東北,40〜44歳,40代,40,平成,27,2015,391243,193093,198150
100368,1,北海道,北海道・東北,45〜49歳,40代,40,平成,27,2015,350794,169252,181542
100369,1,北海道,北海道・東北,50〜54歳,50代,50,平成,27,2015,345836,165634,180202
100370,1,北海道,北海道・東北,55〜59歳,50代,50,平成,27,2015,343884,165353,178531
100371,1,北海道,北海道・東北,60〜64歳,60代,60,平成,27,2015,413045,195920,217125
100372,1,北海道,北海道・東北,65〜69歳,60代,60,平成,27,2015,448646,207461,241185
100373,1,北海道,北海道・東北,70〜74歳,70代,70,平成,27,2015,341850,151031,190819
100374,1,北海道,北海道・東北,75〜79歳,70代,70,平成,27,2015,293306,124921,168385
100375,1,北海道,北海道・東北,80〜84歳,80歳以上,80,平成,27,2015,238663,95987,142676
100376,1,北海道,北海道・東北,85歳以上,80歳以上,80,平成,27,2015,235922,71886,164036
100377,2,青森県,北海道・東北,総数,総数,0,大正,9,1920,756454,381293,375161
100378,2,青森県,北海道・東北,0〜4歳,0〜5歳,5,大正,9,1920,114948,57807,57141
100379,2,青森県,北海道・東北,5〜9歳,6~15歳,6,大正,9,1920,103541,52614,50927
100380,2,青森県,北海道・東北,10〜14歳,6~15歳,6,大正,9,1920,90021,46153,43868
100381,2,青森県,北海道・東北,15〜19歳,15~20歳,15,大正,9,1920,73746,37391,36355
100382,2,青森県,北海道・東北,20〜24歳,20代,20,大正,9,1920,63189,33343,29846
100383,2,青森県,北海道・東北,25〜29歳,20代,20,大正,9,1920,53161,26443,26718
100384,2,青森県,北海道・東北,30〜34歳,30代,30,大正,9,1920,46544,22996,23548
100385,2,青森県,北海道・東北,35〜39歳,30代,30,大正,9,1920,43255,21450,21805
100386,2,青森県,北海道・東北,40〜44歳,40代,40,大正,9,1920,38845,19754,19091
100387,2,青森県,北海道・東北,45〜49歳,40代,40,大正,9,1920,30495,15376,15119
100388,2,青森県,北海道・東北,50〜54歳,50代,50,大正,9,1920,26363,13301,13062
100389,2,青森県,北海道・東北,55〜59歳,50代,50,大正,9,1920,20645,10450,10195
100390,2,青森県,北海道・東北,60〜64歳,60代,60,大正,9,1920,18371,9114,9257
100391,2,青森県,北海道・東北,65〜69歳,60代,60,大正,9,1920,15376,7308,8068
100392,2,青森県,北海道・東北,70〜74歳,70代,70,大正,9,1920,10430,4763,5667
100393,2,青森県,北海道・東北,75〜79歳,70代,70,大正,9,1920,5478,2360,3118
100394,2,青森県,北海道・東北,80歳以上,80歳以上,80,大正,9,1920,2046,670,1376
100395,2,青森県,北海道・東北,総数,総数,0,大正,14,1925,812977,408770,404207
100396,2,青森県,北海道・東北,0〜4歳,0〜5歳,5,大正,14,1925,128337,64660,63677
100397,2,青森県,北海道・東北,5〜9歳,6~15歳,6,大正,14,1925,106108,53198,52910
100398,2,青森県,北海道・東北,10〜14歳,6~15歳,6,大正,14,1925,98712,50549,48163
100399,2,青森県,北海道・東北,15〜19歳,15~20歳,15,大正,14,1925,80740,40900,39840
100400,2,青森県,北海道・東北,20〜24歳,20代,20,大正,14,1925,69094,35633,33461
100401,2,青森県,北海道・東北,25〜29歳,20代,20,大正,14,1925,56313,28433,27880
100402,2,青森県,北海道・東北,30〜34歳,30代,30,大正,14,1925,50388,25489,24899
100403,2,青森県,北海道・東北,35〜39歳,30代,30,大正,14,1925,44379,22194,22185
100404,2,青森県,北海道・東北,40〜44歳,40代,40,大正,14,1925,40646,20326,20320
100405,2,青森県,北海道・東北,45〜49歳,40代,40,大正,14,1925,36533,18463,18070
100406,2,青森県,北海道・東北,50〜54歳,50代,50,大正,14,1925,27901,13930,13971
100407,2,青森県,北海道・東北,55〜59歳,50代,50,大正,14,1925,23559,11736,11823
100408,2,青森県,北海道・東北,60〜64歳,60代,60,大正,14,1925,17585,8680,8905
100409,2,青森県,北海道・東北,65〜69歳,60代,60,大正,14,1925,14100,6702,7398
100410,2,青森県,北海道・東北,70〜74歳,70代,70,大正,14,1925,10359,4557,5802
100411,2,青森県,北海道・東北,75〜79歳,70代,70,大正,14,1925,5584,2339,3245
100412,2,青森県,北海道・東北,80〜84歳,80歳以上,80,大正,14,1925,2185,856,1329
100413,2,青森県,北海道・東北,85歳以上,80歳以上,80,大正,14,1925,454,125,329
100414,2,青森県,北海道・東北,総数,総数,0,昭和,5,1930,879914,441441,438473
100415,2,青森県,北海道・東北,0〜4歳,0〜5歳,5,昭和,5,1930,139364,70439,68925
100416,2,青森県,北海道・東北,5〜9歳,6~15歳,6,昭和,5,1930,119886,60531,59355
100417,2,青森県,北海道・東北,10〜14歳,6~15歳,6,昭和,5,1930,101461,50918,50543
100418,2,青森県,北海道・東北,15〜19歳,15~20歳,15,昭和,5,1930,89401,45303,44098
100419,2,青森県,北海道・東北,20〜24歳,20代,20,昭和,5,1930,75051,38640,36411
100420,2,青森県,北海道・東北,25〜29歳,20代,20,昭和,5,1930,62322,31483,30839
100421,2,青森県,北海道・東北,30〜34歳,30代,30,昭和,5,1930,52687,26520,26167
100422,2,青森県,北海道・東北,35〜39歳,30代,30,昭和,5,1930,47909,24327,23582
100423,2,青森県,北海道・東北,40〜44歳,40代,40,昭和,5,1930,41830,20975,20855
100424,2,青森県,北海道・東北,45〜49歳,40代,40,昭和,5,1930,38417,19076,19341
100425,2,青森県,北海道・東北,50〜54歳,50代,50,昭和,5,1930,33658,16862,16796
100426,2,青森県,北海道・東北,55〜59歳,50代,50,昭和,5,1930,25179,12407,12772
100427,2,青森県,北海道・東北,60〜64歳,60代,60,昭和,5,1930,20244,9788,10456
100428,2,青森県,北海道・東北,65〜69歳,60代,60,昭和,5,1930,13947,6603,7344
100429,2,青森県,北海道・東北,70〜74歳,70代,70,昭和,5,1930,9666,4244,5422
100430,2,青森県,北海道・東北,75〜79歳,70代,70,昭和,5,1930,5833,2245,3588
100431,2,青森県,北海道・東北,80歳以上,80歳以上,80,昭和,5,1930,3059,1080,1979
100432,2,青森県,北海道・東北,総数,総数,0,昭和,10,1935,967129,484277,482852
100433,2,青森県,北海道・東北,0〜4歳,0〜5歳,5,昭和,10,1935,154619,78052,76567
100434,2,青森県,北海道・東北,5〜9歳,6~15歳,6,昭和,10,1935,131713,66600,65113
100435,2,青森県,北海道・東北,10〜14歳,6~15歳,6,昭和,10,1935,116363,58761,57602
100436,2,青森県,北海道・東北,15〜19歳,15~20歳,15,昭和,10,1935,91735,45790,45945
100437,2,青森県,北海道・東北,20〜24歳,20代,20,昭和,10,1935,82126,41644,40482
100438,2,青森県,北海道・東北,25〜29歳,20代,20,昭和,10,1935,69687,35009,34678
100439,2,青森県,北海道・東北,30〜34歳,30代,30,昭和,10,1935,60147,30469,29678
100440,2,青森県,北海道・東北,35〜39歳,30代,30,昭和,10,1935,50902,25781,25121
100441,2,青森県,北海道・東北,40〜44歳,40代,40,昭和,10,1935,45716,23327,22389
100442,2,青森県,北海道・東北,45〜49歳,40代,40,昭和,10,1935,39788,19892,19896
100443,2,青森県,北海道・東北,50〜54歳,50代,50,昭和,10,1935,35959,17765,18194
100444,2,青森県,北海道・東北,55〜59歳,50代,50,昭和,10,1935,30716,15143,15573
100445,2,青森県,北海道・東北,60〜64歳,60代,60,昭和,10,1935,22079,10605,11474
100446,2,青森県,北海道・東北,65〜69歳,60代,60,昭和,10,1935,16499,7639,8860
100447,2,青森県,北海道・東北,70〜74歳,70代,70,昭和,10,1935,9952,4421,5531
100448,2,青森県,北海道・東北,75〜79歳,70代,70,昭和,10,1935,5645,2214,3431
100449,2,青森県,北海道・東北,80歳以上,80歳以上,80,昭和,10,1935,3483,1165,2318
100450,2,青森県,北海道・東北,総数,総数,0,昭和,15,1940,1000372,496517,503855
100451,2,青森県,北海道・東北,0〜4歳,0〜5歳,5,昭和,15,1940,145017,73579,71438
100452,2,青森県,北海道・東北,5〜9歳,6~15歳,6,昭和,15,1940,142362,71809,70553
100453,2,青森県,北海道・東北,10〜14歳,6~15歳,6,昭和,15,1940,125243,63447,61796
100454,2,青森県,北海道・東北,15〜19歳,15~20歳,15,昭和,15,1940,97870,47663,50207
100455,2,青森県,北海道・東北,20〜24歳,20代,20,昭和,15,1940,77893,38840,39053
100456,2,青森県,北海道・東北,25〜29歳,20代,20,昭和,15,1940,70855,34723,36132
100457,2,青森県,北海道・東北,30〜34歳,30代,30,昭和,15,1940,63136,31126,32010
100458,2,青森県,北海道・東北,35〜39歳,30代,30,昭和,15,1940,56035,27975,28060
100459,2,青森県,北海道・東北,40〜44歳,40代,40,昭和,15,1940,47798,23974,23824
100460,2,青森県,北海道・東北,45〜49歳,40代,40,昭和,15,1940,42839,21692,21147
100461,2,青森県,北海道・東北,50〜54歳,50代,50,昭和,15,1940,36641,18154,18487
100462,2,青森県,北海道・東北,55〜59歳,50代,50,昭和,15,1940,32092,15500,16592
100463,2,青森県,北海道・東北,60〜64歳,60代,60,昭和,15,1940,26114,12386,13728
100464,2,青森県,北海道・東北,65〜69歳,60代,60,昭和,15,1940,17074,7756,9318
100465,2,青森県,北海道・東北,70〜74歳,70代,70,昭和,15,1940,10976,4701,6275
100466,2,青森県,北海道・東北,75〜79歳,70代,70,昭和,15,1940,5461,2207,3254
100467,2,青森県,北海道・東北,80〜84歳,80歳以上,80,昭和,15,1940,2168,740,1428
100468,2,青森県,北海道・東北,85歳以上,80歳以上,80,昭和,15,1940,791,243,548
100469,2,青森県,北海道・東北,総数,総数,0,昭和,20,1945,1083250,511798,571452
100470,2,青森県,北海道・東北,1〜5歳,0〜5歳,5,昭和,20,1945,152552,77155,75397
100471,2,青森県,北海道・東北,6〜10歳,6~15歳,6,昭和,20,1945,143369,72573,70796
100472,2,青森県,北海道・東北,11〜15歳,6~15歳,6,昭和,20,1945,145704,73448,72256
100473,2,青森県,北海道・東北,16〜20歳,15~20歳,15,昭和,20,1945,122498,59871,62627
100474,2,青森県,北海道・東北,21〜25歳,20代,20,昭和,20,1945,81075,29967,51108
100475,2,青森県,北海道・東北,26〜30歳,20代,20,昭和,20,1945,62928,22054,40874
100476,2,青森県,北海道・東北,31〜35歳,30代,30,昭和,20,1945,65060,27623,37437
100477,2,青森県,北海道・東北,36〜40歳,30代,30,昭和,20,1945,62469,29743,32726
100478,2,青森県,北海道・東北,41〜45歳,40代,40,昭和,20,1945,55446,27666,27780
